Title: Identifying Exoplanets with Deep Learning II: Two New Super-Earths 
       Uncovered by a Neural Network in K2 Data 
Authors: Dattilo A., Vanderburg A., Shallue C.J., Mayo A.W., Berlind P., 
         Bieryla A., Calkins M.L., Esquerdo G.A., Everett M.E., Howell S.B.,
	 Latham D.W., Scott N.J., Yu L. 
Table: K2 Planet Candidate Training/Validation/Test Set
================================================================================
Byte-by-byte Description of file: ajab0e12t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label   Explanations
--------------------------------------------------------------------------------
   1-  9 I9     ---   EPIC    EPIC identifier
      11 I1     ---   Num     Planet number
  13- 24 F12.9  d     Period  Orbital period
  26- 36 F11.6  d     Time    Time of Transit; BJD-2454833
201149979 1 40.03607983  1977.403191   8.748567385 J  1   0.386937487 1.19190e+00
201150341 1 28.96556197  1986.583244   1.140516447 J  1   0.107478013 2.35030e-01
201150403 1 35.0347551   1990.547456   2.483563041 J  1   0.072085604 1.44181e-03
201150433 1 25.39554322  1990.549255   1.598189432 J  1   0.076518442 4.51983e-01
201150492 1  0.281400719 1977.335881   0.862632823 J  1   0.229233474 5.74828e-02
201151020 1 40.03747998  1977.401874   7.699582318 J  1   0.340663442 1.11778e+00
201151249 1 35.03390581  1990.551162   2.282566708 J  1   0.122987805 6.63356e-01
201151442 1 38.99448927  1986.586742   1.457003656 J  1   0.158347725 4.45195e-04
201152336 1 32.15838691  1986.585408   2.606186803 J  1   0.178021794 5.70870e-01
201152340 1 27.8682262   1977.419617   3.53782826  J  1   0.088530468 9.75716e-03
201152386 1  0.245059475 1977.333905   0.141154258 J  1   0.055431938 1.00000e-02
201152511 1 29.67541932  2004.499764   1.72201199  J  1   0.084526647 5.53014e-01
201152601 1 38.89471467  1977.415663   5.139078126 J  1   0.073540611 8.97988e-01
201154313 1 24.65298465  1990.523409   0.857984762 J  1   0.151576021 2.89889e-03
201154373 1  0.245037228 1977.338055   0.141141443 J  1   0.056680704 1.00000e-02
201154502 1 35.26692412  1990.315049   1.856272877 J  1   0.15665916  4.39109e-01
201155103 1 40.03443312  1977.402084   8.345612086 J  1   0.325250308 1.05135e+00
201155177 1  6.686830778 1981.678431   2.8919013   C  1   0.031154566 2.25559e-01
201156121 1 28.96452411  1986.57428    1.742196893 J  1   0.074379107 4.76963e-01
201156403 1 35.26702565  1990.295987   1.957155651 J  1   0.179529862 7.26733e-01
201156414 1 38.99445555  1986.597205   1.993189239 J  1   0.114304061 5.00004e-04
201156882 1 29.21875936  2006.457388   0.997743391 J  1   0.382462231 7.91557e-01
201157270 1 35.00474073  1990.559091   1.236372395 J  1   0.123804378 7.91675e-01
201157465 1 38.99440042  1986.57767    2.042160159 J  1   0.125091569 4.45925e-01
201158453 1  7.077647435 1980.478513   5.152038958 E  1   0.413454974 7.67715e-01
201158504 1 35.26720169  1990.318805   2.026330331 J  1   0.118466004 5.25007e-01
201158991 1 29.32779419  1986.60572    1.805149027 J  1   0.16121013  4.83027e-01
201159088 1 34.6878349   1981.530854   2.031352529 J  1   0.043325679 7.35726e-01
201159893 1 35.26720091  1990.315807   1.954607898 J  1   0.156292099 4.61134e-01
201160212 1 34.687784    1981.536427   1.621859378 J  1   0.058379263 2.97691e-01
201160323 1 22.2702128   1978.497342   4.283881898 E  1   0.593112137 6.13337e-01
201160409 1 40.06238177  1977.404252   9.150804192 J  1   0.436943927 1.15084e+00
201160915 1 39.06162648  1986.590776   2.434860798 J  1   0.15945341  4.21362e-01
201161372 1 35.03407061  1990.558581   1.904823556 J  1   0.075458624 5.58712e-01
201161425 1 37.06631186  1986.616079   2.478068275 J  1   0.286500769 1.12919e+00
201161715 1 10.49530237  1986.425291  18.44555057  E  1   0.152939665 8.02710e-01
201162999 1 21.08286059  1996.439158   1.724141283 J  1   0.073580911 1.75422e-04
201163095 1 13.9914081   1990.735345   1.636935156 J  1   0.083884005 6.95271e-02
201163588 1 30.94438244  1986.53222    1.549107574 J  1   0.176709469 3.23428e-01
201164031 1 25.75619539  1986.617611   2.207669457 J  1   0.270713442 1.12532e+00
201165050 1 35.26730346  1990.313993   1.73360059  J  1   0.127453065 4.76630e-01
201165265 1  7.843966657 1978.522988   1.609830454 J  1   0.064495883 4.51449e-01
201167705 1 34.68579244  1981.541187   2.418152401 J  1   0.421897254 9.67660e-01
201167905 1 32.18126194  1986.53997    2.0265427   J  1   0.038737206 7.84595e-01
201168229 1 20.6462583   1977.424732   2.613115548 J  1   0.107691671 8.31840e-01
201168882 1 32.15572458  1986.588913   2.382161672 J  1   0.13886027  7.04086e-02
201168957 1 38.92775112  1986.640831   1.808070841 J  1   0.06216267  1.06652e-02
201169812 1 20.64561074  1977.425987   2.539878778 J  1   0.072562523 7.61758e-04
201170206 1 29.30783326  1986.627854   1.642655352 J  1   0.102785668 3.80243e-04
201170680 1 34.68830611  1981.532934   2.412885291 J  1   0.079703739 8.68274e-01
201171121 1 35.26719035  1990.314968   1.865664397 J  1   0.150074554 4.53117e-01
201171442 1 40.01674098  1977.427014   5.730611329 J  1   0.069858601 5.69774e-01
201171815 1 35.26779504  1990.308864   2.972075122 J  1   0.128951142 9.64720e-01
201172326 1 40.04486538  1977.401287   8.363096579 J  1   0.427087204 1.20890e+00
201172593 1 14.26825848  1990.170625   2.067186065 J  1   0.028754256 6.12891e-04
201172705 1 39.02792405  1986.571536   2.620988532 J  1   0.205362518 5.00000e-04
201172764 1 40.01649318  1977.412215   5.53135512  J  1   0.145803674 8.12527e-01
201172765 1 35.26749681  1990.316992   1.773120501 J  1   0.071961441 5.75333e-01
201172833 1  0.10220708  1977.324992   0.058871278 J  1   0.032050703 1.00000e-02
201173097 1 40.01654544  1977.4067     5.176242677 J  1   0.117290075 6.41740e-01
201173390 1 16.99537561  1983.429546  12.44053103  E  1   0.188813126 6.36862e-01
201173704 1 40.06745983  1977.482419  22.13942814  J  1   0.104871509 9.30800e-01
201173845 1 40.01877912  1977.466582   9.061062596 J  1   0.339456046 1.06966e-01
201173952 1 39.06482682  1986.587574   1.293781822 J  1   0.101300024 3.45104e-01
201174004 1 32.15547859  1986.591267   2.124441069 J  1   0.041475682 4.99193e-04
201174640 1 29.21302419  1979.701889   3.822870616 J  1   0.480864348 9.44628e-01
201174763 1 30.42849683  1986.594194   1.800721199 J  1   0.137050025 2.12533e-01
201175161 1 40.03641595  1977.404095   8.730687844 J  1   0.334544436 1.13921e+00
201175283 1 22.18056263  1996.452416   1.280889812 J  1   0.107419626 6.47219e-01
201175515 1  0.923758903 1977.65008    5.599775888 J  1   0.044197481 9.95889e-01
201175794 1 25.79597501  1986.569459   2.427673717 J  1   0.127333231 8.04098e-04
201175819 1 32.15276606  1986.58457    2.056635093 J  1   0.343338654 1.15400e+00
201176672 1 27.21934589  1990.353012  12.28313314  J  1   0.199864758 9.27167e-01
201177343 1 32.15875198  1986.577881   2.966057867 J  1   0.319469129 1.01473e+00
201177440 1 32.31096852  1993.267121   1.229938384 J  1   0.09442891  2.31655e-01
201178756 1 40.01624392  1977.420554   5.536629866 J  1   0.109876141 8.13717e-01
201179300 1 29.33125127  1986.585456   1.476211918 J  1   0.249460893 5.00000e-04
201179986 1 34.69017759  1981.53224    2.115903508 J  1   0.229372407 6.64335e-01
201180111 1 38.95511778  1979.767701   1.520851713 J  1   0.1498554   3.06631e-03
201180326 1  7.851932451 1978.472968   1.575926275 J  1   0.043692137 3.72020e-03
201181269 1 17.90487828  1986.619024   1.780786008 J  1   0.131674506 9.27421e-01
201181629 1  7.851959081 1978.473272   1.181655459 J  1   0.048390211 4.66359e-01
201182079 1 40.03843532  1977.416082   9.290924497 J  1   0.183182435 9.66982e-01
201182160 1 34.68645948  1981.538167   2.68907842  J  1   0.339284218 7.94092e-01
201182744 1 32.1814955   1986.548648   2.1357068   J  1   0.10982251  5.00085e-04
201182911 1  0.996561076 1978.090258   2.3075295   E  1   0.608556399 5.33732e-01
201183248 1 35.03384561  1990.542593   1.106836058 J  1   0.098909435 6.05834e-01
201183291 1 22.05424639  1996.690313   1.830730174 J  1   0.052733496 6.07974e-01
201183767 1 39.80523359  1978.919797   1.678071612 J  1   0.193040564 2.67008e-01
201184068 1  0.794282331 1977.576044   2.608426703 E  1   0.635492405 4.57897e-01
201184075 1  0.245139823 1977.304366   0.563683976 J  1   0.043612667 5.90604e-01
201184413 1 25.39335379  1990.541863   2.469161262 J  1   0.136693145 1.04049e+00
201184539 1 35.0229576   1990.555398   2.246216583 J  1   0.105333034 2.40232e-01
201184699 1 32.15543693  1986.586698   2.336222267 J  1   0.101244422 3.55457e-01
201185204 1 38.98189575  1986.62501    3.028304636 J  1   0.447413222 1.38595e+00
201185628 1 40.02141106  1977.395028   6.013819913 J  1   0.163186064 9.32855e-01
201185897 1 32.15792778  1986.585612   2.358367883 J  1   0.368145027 1.20289e+00
201186781 1 29.62907847  2000.448255   2.58698158  J  1   0.467269163 5.72924e-04
201186787 1 34.69249065  1981.522942   2.592414204 J  1   0.273328867 6.87639e-01
201186910 1  9.631399822 1977.425      5.502629727 J  1   0.042448863 9.15606e-01
201187490 1 29.90946342  2000.928747   1.967048321 J  1   0.108354726 1.00000e-02
201187814 1 40.0322375   1977.406224   8.266082077 J  1   0.253952085 1.13675e+00
201187840 1 13.98303007  1990.748305   2.499673263 J  1   0.045505891 1.55726e-01
201188196 1 29.19136542  1986.589458   3.24593293  J  1   0.211844678 7.07777e-01
201189827 1 13.99159821  1990.735831   1.550690332 J  1   0.051941553 2.56547e-03
201189859 1 35.03383936  1990.538033   2.277556574 J  1   0.06069961  2.58384e-01
201189985 1 32.15280461  1986.611139   1.812070698 J  1   0.189214763 1.09825e+00
201190037 1 40.01656425  1977.415095   6.081073043 J  1   0.117568775 8.60023e-01
201190754 1 34.68728551  1981.53129    2.127146498 J  1   0.076690199 5.34040e-01
201191068 1 26.78546881  1991.930988   1.733809907 J  1   0.071781589 2.29227e-01
201191250 1 40.01743838  1977.409751   8.173294735 J  1   0.192424607 9.16709e-01
201191433 1 40.03023889  1977.41006    8.019173894 J  1   0.217939844 1.09978e+00
201191470 1 35.2667663   1990.316388   1.674569294 J  1   0.06855649  5.78062e-01
201192079 1 35.03374993  1990.546747   2.304306036 J  1   0.030967416 5.71251e-01
201193175 1 32.15569033  1986.587695   2.121973234 J  1   0.129380235 2.34221e-02
201193490 1  7.851944424 1978.472589   1.204617229 J  1   0.045564349 4.87102e-01
201194206 1 32.12566029  1986.608797   2.162601022 J  1   0.107092251 3.74848e-02
201195204 1 35.26783192  1990.314898   1.686007185 J  1   0.075926329 5.54739e-01
201195383 1 35.32563563  1990.238727   2.106431802 J  1   0.051444006 8.66194e-01
201195647 1 23.5213679   1984.854178  19.21416061  J  1   0.028508905 4.95095e-01
201197348 1 14.90996578  1992.114529   2.4725106   C  1   0.045683191 3.00435e-01
201197411 1 22.06761068  1996.676582   1.993754724 J  1   0.43992132  1.25615e+00
201197767 1 28.02859116  1977.390673   1.903175028 J  1   0.165425586 2.27485e-01
201197804 1 34.68424258  1981.541238   2.635123386 J  1   0.431884027 1.18179e+00
201197934 1  7.843944669 1978.526198   1.365943795 J  1   0.079822873 5.00437e-04
201198340 1 40.01653253  1977.430783   6.486896806 J  1   0.113634752 8.04998e-01
201199552 1 22.09327199  1996.615357   1.598822792 J  1   0.043075422 6.48665e-01
201199862 1 34.68648393  1981.540711   2.520840034 J  1   0.277231466 1.03755e+00
201200222 1 22.0547011   1996.687632   1.772337079 J  1   0.108292035 4.03353e-02
201202614 1 40.01688947  1977.414605   5.514727228 J  1   0.072722451 5.27228e-01
201204001 1 40.03021805  1977.402179   7.094328881 J  1   0.232502527 1.03203e+00
201204133 1 35.32674707  1990.271305   3.784269308 J  1   0.056500423 8.17641e-01
201204268 1  0.804112281 1977.264513   4.135173442 J  1   0.044115761 1.57129e-03
201205469 1  3.471278471 1980.352932   2.0632266   C  1   0.07092808  4.96534e-01
201205589 1 39.02824274  1986.568919   2.6186194   J  1   0.17458346  1.74642e-03
201205648 1 22.40223859  1996.318234   1.779432616 J  1   0.164897076 5.00070e-04
201205683 1  0.288982052 1977.339987   0.56027116  E  1   0.094170255 3.52339e-01
201206370 1 29.93294992  1986.575582   1.958133033 J  1   0.130530506 5.64599e-03
201206449 1 36.31234314  2006.490906   3.108657511 J  1   0.45456397  8.49968e-03
201206496 1 34.68637885  1981.539255   3.079968373 J  1   0.093540704 1.01535e+00
201207683 1 28.74209336  2002.316738   5.826314732 J  1   0.418635246 4.97237e-01
201208431 1 10.00361541  1982.523064   2.7031946   C  1   0.035137719 1.14240e-01
201209256 1 22.17238649  1994.985451   1.454593627 J  1   0.251798867 4.20605e-02
201209715 1 39.02833567  1986.56707    2.290236315 J  1   0.055952311 4.22572e-01
201209802 1 38.36582241  1978.50893    2.103531274 J  1   0.100549153 5.00000e-04
201210207 1 29.69791254  1986.592242   2.692273233 J  1   0.778851836 2.04795e-02
201210424 1 29.35227016  1986.566109   2.267176973 J  1   0.030734653 5.87843e-01
201210448 1 28.23471849  1990.503319   2.367197396 J  1   0.047418749 5.59681e-03
201211635 1 34.68806811  1981.528462   2.165165662 J  1   0.06860406  4.22033e-01
201211646 1 34.6866231   1981.539217   2.692169223 J  1   0.083644752 9.42632e-01
201213056 1  2.514187252 1977.648702  13.46818597  J  1   0.109707747 1.03582e+00
201216877 1 35.2560865   1990.312334   2.335986579 J  1   0.1044182   9.43382e-01
201218713 1 28.74214682  2002.157097   1.71468654  J  1   0.21018712  4.87938e-01
201219206 1 40.01671183  1977.420977   5.538522626 J  1   0.033654456 2.27512e-01
201219907 1 28.40586678  1977.368806   1.151473169 J  1   0.134356215 6.09505e-01
201222171 1 30.9174567   1986.60298    1.326435251 J  1   0.156962129 3.77694e-01
201222222 1 30.67394987  1996.658178   2.110136609 J  1   0.047194304 1.76319e-03
201222515 1 29.3978285   2004.795928   1.648941901 J  1   0.087649282 5.77862e-01
201222543 1 38.99446702  1986.599473   1.770370848 J  1   0.087793596 4.51982e-01
201224875 1 29.17336036  1986.633302   1.771492713 J  1   0.067724628 1.05592e-02
201225697 1  0.245059609 1977.333749   0.141154335 J  1   0.047152361 1.00000e-02
201226551 1 10.78900062  1983.211333   1.423429735 J  1   0.429303741 2.48319e-02
201230126 1 28.40324174  1977.390354   1.809894821 J  1   0.09485596  4.85052e-02
201231940 1  0.573033904 1977.511754   0.30691544  C  1   0.089984446 1.43105e-02
201232798 1 39.02859039  1986.584299   4.238956564 J  1   0.405984825 9.80471e-01
201233351 1 20.57305846  1977.379119   1.352018836 J  1   0.074055616 1.96007e-01
201233959 1 29.10202224  2006.282041   3.873517261 J  1   0.055008452 2.03150e-01
201234426 1  1.189876465 1978.162801   4.923603908 J  1   0.127134242 1.11319e+00
201234533 1 20.36103011  1996.432537   1.401763754 J  1   0.053592983 6.30247e-01
201235043 1 32.15568602  1986.597075   1.79631259  J  1   0.035318729 7.30722e-01
201235723 1 28.40636408  1977.376257   1.924110238 J  1   0.15656172  1.03033e+00
201235869 1 23.02095481  1995.698758   1.829935134 J  1   0.266684637 1.98832e-03
201236730 1 39.06259327  1986.591057   2.362339399 J  1   0.163035821 8.46000e-05
201238068 1 39.06174573  1986.575996   1.894139899 J  1   0.08767468  1.83963e-01
201238110 1  7.907364687 1980.672976   1.5628731   C  1   0.046059045 1.21255e-02
201238163 1  1.082953584 1977.366514   1.1051726   C  1   0.023704139 8.84645e-01
201238654 1  0.171137838 1977.406714   0.276268576 J  1   0.0674836   5.51170e-01
201238932 1  0.228183644 1977.349435   0.26955152  J  1   0.071353765 7.62446e-02
201239039 1 25.31954482  2000.272157   2.021267757 J  1   0.109725805 5.00088e-04
201239401 1  0.905492472 1977.945172   1.0950358   C  1   0.029003895 2.61385e-01
201239544 1 32.1557169   1986.591109   2.324280735 J  1   0.090663418 1.21463e-02
201240429 1 34.69547309  1981.530596   2.316162045 J  1   0.582954756 3.44810e-01
201240573 1 28.40596935  1977.3766     1.947776584 J  1   0.218037719 9.91339e-01
201243013 1 34.68917014  1981.527279   2.051148148 J  1   0.133926627 2.54563e-01
201245093 1 22.09391863  1996.625225   1.526685896 J  1   0.16987789  4.50625e-01
201246021 1 39.43675875  2009.82397    6.051569396 J  1   0.037180691 9.26633e-01
201246601 1 37.05217225  1986.566389   2.604850022 J  1   0.111564588 3.47116e-01
201246763 1  0.102122389 1977.300762   0.058822496 J  1   0.75285859  1.00000e-02
201247091 1 25.5486707   1990.234941   1.204885058 J  1   0.084106387 6.30014e-04
201247174 1 13.99147073  1990.735246   1.550394142 J  1   0.048803213 1.03088e-02
201247497 1  2.754050753 1977.903132   1.0949373   C  1   0.078163221 7.05105e-01
201248722 1 34.68893785  1981.534027   2.025895653 J  1   0.046340811 8.55314e-01
201249233 1 14.72823472  1989.238534   1.68755402  J  1   0.016732997 6.06282e-01
201249344 1 33.87353827  2000.37809    1.135955588 J  1   0.177656183 2.35000e-05
201250870 1 40.05688064  1977.402536   8.699476654 J  1   0.120579509 1.12948e-03
201250998 1 38.73060149  1978.706002   9.029799862 J  1   0.078414622 7.98809e-01
201251225 1 32.16051837  1986.573235   2.739789574 J  1   0.107531638 1.03696e+00
201252736 1 37.08322312  1986.603761   1.534428597 J  1   0.184325367 2.94731e-02
201253025 1  3.392992382 1977.390599   7.178686775 E  1   0.542274173 7.04642e-01
201253326 1 39.99902541  1978.561209   1.271350593 J  1   0.237138812 1.26343e-01
201255815 1 32.1767332   1986.545126   1.875636036 J  1   0.286988502 1.02455e+00
201257461 1 50.23432878  1995.382907  12.648925    E  1   0.090620844 1.02716e+00
201257618 1 32.15584672  1986.586799   2.350290361 J  1   0.077123712 3.01353e-04
201258976 1 37.39868769  1981.321835   2.649577775 J  1   0.015306876 4.95356e-04
201259151 1 32.15623703  1986.596567   2.023099684 J  1   0.136322004 5.00000e-04
201259938 1 38.96192479  1979.763054   1.874865003 J  1   0.641226967 4.17900e-03
201260589 1 30.31255639  1986.584824   1.250893077 J  1   0.172853055 9.57178e-04
201262557 1 34.68622824  1981.543734   2.716447775 J  1   0.238830521 1.03159e+00
201263928 1 22.05409728  1995.215425   0.250785309 J  1   0.591156518 3.93878e-01
201264164 1 34.68886896  1981.527451   2.030361461 J  1   0.072160287 9.12789e-02
201264302 1  0.212213298 1977.274665   0.39721166  C  1   0.026893031 6.98115e-01
201264547 1 39.06020226  1986.578871   2.637069413 J  1   0.028160746 9.50027e-01
201265634 1 32.16195995  1986.593516   2.501943257 J  1   0.468412979 1.04524e+00
201266025 1 13.06353186  1988.890182   7.829029901 J  1   0.013216488 6.26022e-01
201269874 1 13.96717111  1990.810249   1.812220937 J  1   0.066996519 7.52112e-01
201270176 1  1.578198138 1977.425374   3.2135274   E  1   0.154347512 9.70284e-01
201270464 1  1.578162319 1977.426053   3.2515349   E  1   0.158816632 9.74927e-01
201275316 1 13.83872031  1986.588904   1.088438075 J  1   0.030314932 4.54476e-01
201277614 1 20.6438413   1977.428798   4.263556266 J  1   0.35871488  1.26507e+00
201280312 1 35.03001033  1990.54065    1.174384426 J  1   0.124219268 1.06054e+00
201284286 1 35.98529487  1978.947782   2.856198509 J  1   0.068070722 1.47099e-03
201285475 1 22.17995651  1994.974783   1.630451601 J  1   0.050248867 6.07761e-01
201288809 1 27.50282148  2002.602441   3.28526487  J  1   0.272428692 1.16454e+00
201289390 1 13.41841006  1990.522942   1.527551858 J  1   0.057468127 2.64362e-01
201289997 1  0.245020553 1977.34311    0.141131839 J  1   0.039623002 1.00000e-02
201291257 1 28.9679906   1986.595487   2.78130092  J  1   0.251877861 1.05712e+00
201291492 1 39.03324872  1986.59084    2.465475279 J  1   0.051607101 9.01888e-01
201291843 1 35.01221017  1990.534696   1.736748047 J  1   0.055683374 2.25284e-02
201291907 1 29.1967702   1986.607657   1.890958039 J  1   0.170477208 1.01186e+00
201291936 1  0.102194972 1977.263977   0.058864304 J  1   0.029690652 1.00000e-02
201291975 1 20.6452732   1977.425131   1.804402806 J  1   0.058536641 3.24458e-01
201292613 1 38.89037546  1977.414613   3.460087047 J  1   0.059907854 5.33861e-01
201295312 1  5.656450617 1978.718718   4.0475947   C  1   0.016016417 1.47638e-02
201299017 1 29.30732924  1996.573498   3.930197481 J  1   0.034356862 6.74213e-01
201302685 1  1.960392411 1978.88956    7.779958593 J  1   0.026041163 2.08766e-01
201303701 1 19.90348436  1986.570814   1.929540327 J  1   0.070210847 1.93193e-02
201306196 1  3.629435869 1979.459401   3.268039194 E  1   0.1216084   9.92174e-01
201309204 1 32.15546589  1986.594424   1.857028781 J  1   0.026816077 6.72496e-01
201310032 1  0.245059431 1977.333276   0.141154232 J  1   0.063587359 1.00000e-02
201312438 1 28.40145341  1977.388114   2.291452382 J  1   0.221923911 1.08354e+00
201312763 1 30.67545237  1986.594185   2.230472937 J  1   0.044641008 5.00000e-04
201313341 1 30.67732995  1986.590866   3.159604622 J  1   0.125449545 1.02479e+00
201314531 1 33.0522946   2000.3926     1.629312675 J  1   0.248811079 1.08673e+00
201315414 1 28.21790367  1990.524386   1.160895555 J  1   0.118864935 7.26861e-01
201318197 1 26.46265932  1990.340051  10.67703967  J  1   0.017833525 5.72648e-01
201320697 1 25.51523991  1981.697946   2.835229    J  1   0.065974497 9.60736e-01
201321604 1 27.99758087  1990.724846   1.43167067  J  1   0.092024411 1.20915e-01
201321817 1 28.40892787  1977.368275   1.270871032 J  1   0.155680972 1.25281e-04
201323052 1 34.68746031  1981.527366   2.089699804 J  1   0.037559388 2.00999e-01
201324549 1  2.519398617 1979.51226    1.4608299   E  1   0.065740638 1.01176e+00
201326193 1 22.0545018   1996.68999    1.777445035 J  1   0.073668433 3.31716e-03
201329742 1 29.3299389   1986.612026   2.411289087 J  1   0.117472607 3.32874e-03
201330013 1  1.960946246 1978.97377    4.560597627 J  1   0.01480867  6.29226e-01
201330992 1 22.1174614   1996.604363   1.545351715 J  1   0.091487544 3.47989e-01
201332108 1 34.68895715  1981.534879   2.950627326 J  1   0.101559591 9.69703e-01
201333466 1 10.99852287  1981.85437    3.234205871 E  1   0.324861445 8.64465e-01
201334133 1 29.32965765  1986.614514   2.561463251 J  1   0.084917814 7.82484e-01
201334591 1 28.40256261  1977.380365   1.435829256 J  1   0.0945349   8.63287e-01
201338232 1 40.03507239  1977.391517   6.705579279 J  1   0.240705159 1.08924e+00
201338508 1  5.734533704 1981.605805   2.884628    C  1   0.039850781 9.91376e-01
201339075 1 40.01328332  1977.418926   5.239522996 J  1   0.046987223 1.62653e-03
201340068 1  1.955249052 1979.012216   3.671807227 J  1   0.055929062 1.01021e+00
201340536 1 38.15404621  2014.951138   1.733401469 J  1   0.047147046 6.71309e-01
201341418 1  1.957233226 1978.967502   4.826925813 J  1   0.027169663 2.95049e-01
201341786 1 34.68985835  1981.534048   2.499074775 J  1   0.238067213 9.97994e-01
201342391 1 13.96563809  1990.808295   1.093192639 J  1   0.067664371 5.00939e-04
201342425 1  1.42171651  1977.855305   8.227340766 J  1   0.132420482 9.02583e-01
201342703 1 34.67888155  1981.547798   1.920880824 J  1   0.095968684 9.39229e-02
201343087 1 32.17010859  1986.565613   1.862678253 J  1   0.116381353 2.32339e-01
201343259 1 10.7263905   1986.581701   2.818253562 J  1   0.04837265  1.00696e+00
201343727 1 36.74022552  1997.968619   1.948905971 J  1   0.066242167 1.68695e-02
201345218 1 28.81301847  1986.607956   2.764166752 J  1   0.100255567 9.93587e-01
201345483 1  1.729261591 1978.255332   1.705391    C  1   0.138493493 3.28816e-01
201346728 1 34.68837215  1981.529576   2.069804777 J  1   0.164240231 4.06329e-01
201347536 1 32.13008844  1986.593826   1.826375193 J  1   0.219293109 3.04227e-01
201348290 1  0.245137662 1977.31626    0.282398586 J  1   0.041435819 1.00000e-02
201348491 1 32.15392238  1986.599917   1.873653715 J  1   0.039517029 5.97132e-01
201349014 1 29.32993038  1986.607845   2.067477817 J  1   0.162913943 3.53334e-03
201350186 1  0.102243401 1977.292597   0.058892199 J  1   0.117989154 1.00000e-02
201350499 1 28.9659076   1999.600338   1.532162746 J  1   0.066440508 7.38235e-01
201351908 1 32.13876516  1986.614787   2.127631678 J  1   0.432125116 1.21365e+00
201352008 1 34.68701482  1981.531282   2.112631465 J  1   0.119308244 5.72848e-02
201352902 1 28.96686746  1986.600089   2.11791721  J  1   0.138179467 1.71173e-03
201353317 1  9.603713911 1977.562692   0.734794049 J  1   0.089585524 5.75821e-01
201354702 1  7.852003343 1978.469996   1.157301047 J  1   0.089809334 3.40250e-01
201355984 1  1.957222489 1978.96819    4.804460191 J  1   0.024923727 2.24574e-01
201356081 1 25.281124    1998.356885   1.36140607  J  1   0.121006537 2.97883e-01
201356471 1 29.32475808  1986.617093   2.319383655 J  1   0.097325698 5.00000e-04
201356814 1 22.17869932  1994.972945   1.425357704 J  1   0.168491141 2.51380e-02
201357380 1 20.41805154  1996.588372   3.65011581  J  1   0.025360387 4.21974e-02
201358152 1  1.957853404 1978.962399   3.889349496 J  1   0.020390726 2.66560e-01
201358396 1 40.01768704  1977.431383   4.584841804 J  1   0.113580225 4.12660e-01
201358431 1  0.102134489 1977.318289   0.058829465 J  1   0.025510895 1.00000e-02
201358602 1 32.18099787  1986.546439   2.116368196 J  1   0.038482091 5.00091e-04
201359834 1 20.06807682  1985.588247   2.991048637 E  1   0.111245503 8.84308e-01
201359976 1 29.35327251  1986.573123   2.07924206  J  1   0.15652288  2.42188e-03
201360359 1 34.69051657  1981.537067   2.390756335 J  1   0.25784377  8.15914e-01
